StudentID,Gender,GroupID,Region,AdmissionCode,EntranceScore,CreditsEarned1,CreditsEarned2,CreditsEarned3,CreditsEarned4,GPA1,GPA2,GPA3,GPA4,TermStatus1,TermStatus2,TermStatus3,TermStatus4,Graduated,University
S01100,Female,5,3,C00,28.56,24,11,13,11,3.65,3.18,3.7,3.87,Pass,Pass,Pass,Pass,1,Văn Lang
S01101,Female,2,5,A00,29.8,10,17,16,17,3.65,3.79,3.79,3.7,Pass,Pass,Pass,Pass,1,Văn Lang
S01102,Female,1,5,C00,29.61,25,20,21,14,3.86,3.88,3.43,3.35,Pass,Pass,Pass,Pass,1,Văn Lang
S01103,Female,2,6,C00,22.9,16,24,15,11,2.61,2.61,3.75,3.33,Pass,Pass,Pass,Pass,1,Hutech
S01104,Female,3,7,A00,25.27,24,14,24,15,2.69,2.71,3.83,3.03,Pass,Pass,Pass,Pass,1,Hutech
S01105,Male,1,4,B00,22.83,12,21,21,15,2.88,2.87,3.07,2.52,Pass,Pass,Pass,Pass,1,Hutech
S01106,Male,6,2,C00,20.04,20,20,19,20,2.18,2.06,2.33,2.93,Fail,Fail,Fail,Pass,1,Văn Lang
S01107,Female,1,3,B00,23.32,18,15,13,10,2.84,3.43,3.95,3.95,Pass,Pass,Pass,Pass,1,Văn Lang
S01108,Male,5,2,B00,21.66,25,12,25,17,3.85,2.37,2.22,3.72,Pass,Fail,Pass,Pass,1,Hutech
S01109,Female,3,2,D01,28.56,21,14,16,21,3.27,2.87,2.97,3.51,Pass,Pass,Pass,Pass,1,Văn Lang
S01110,Female,3,4,A01,23.43,16,24,25,16,2.5,3.1,3.11,3.21,Pass,Pass,Pass,Pass,1,Hutech
S01111,Female,1,2,D01,22.02,23,13,24,21,2.59,2.4,3.14,2.5,Pass,Pass,Pass,Pass,1,Hutech
S01112,Female,4,7,B00,25.46,19,13,17,15,3.28,3.92,3.63,3.91,Pass,Pass,Pass,Pass,1,Văn Lang
S01113,Female,2,2,B00,24.32,16,11,18,12,2.92,3.67,3.42,3.12,Pass,Pass,Pass,Pass,1,Hutech
S01114,Male,5,3,D01,20.08,14,17,22,19,3.75,2.93,3.38,2.16,Pass,Pass,Pass,Fail,1,Hutech
S01115,Female,1,6,D01,21.18,24,15,20,20,3.62,3.49,3.61,3.61,Pass,Pass,Pass,Pass,1,Hutech
S01116,Female,5,1,C00,20.33,17,16,20,20,3.82,3.65,3.06,3.73,Pass,Pass,Pass,Pass,1,Văn Lang
S01117,Male,5,7,A01,21.82,17,20,11,20,2.58,3.17,2.27,2.85,Pass,Pass,Fail,Pass,1,Hutech
S01118,Female,3,4,D01,22.59,22,16,22,14,2.8,2.85,2.9,2.58,Pass,Pass,Pass,Pass,1,Văn Lang
S01119,Female,5,3,D01,28.52,21,10,21,21,3.89,2.96,3.36,3.52,Pass,Pass,Pass,Pass,1,Hutech
S01120,Male,5,6,D01,29.68,13,20,23,16,3.6,2.99,3.68,3.13,Pass,Pass,Pass,Pass,1,Văn Lang
S01121,Male,1,6,C00,29.85,20,19,23,25,3.2,3.11,3.57,3.18,Pass,Pass,Pass,Pass,1,Văn Lang
S01122,Female,2,7,A00,22.92,18,22,22,18,2.41,3.93,3.98,2.62,Pass,Pass,Pass,Pass,1,Hutech
S01123,Male,3,1,D01,23.67,11,16,18,25,3.23,2.54,3.93,3.52,Pass,Pass,Pass,Pass,1,Văn Lang
S01124,Male,5,7,D01,20.68,15,17,20,10,2.32,2.42,2.27,2.09,Pass,Fail,Fail,Pass,0,Hutech
S01125,Male,2,1,C00,27.35,21,19,24,12,2.99,3.9,3.98,2.74,Pass,Pass,Pass,Pass,1,Hutech
S01126,Female,2,3,C00,23.34,20,10,24,22,2.39,3.75,2.69,2.69,Pass,Pass,Pass,Pass,1,Văn Lang
S01127,Female,2,1,D01,29.11,17,25,13,18,3.54,3.18,3.6,3.07,Pass,Pass,Pass,Pass,1,Văn Lang
S01128,Female,1,5,A01,24.88,13,25,15,23,3.76,3.26,3.84,3.49,Pass,Pass,Pass,Pass,1,Hutech
S01129,Female,1,2,A00,27.43,14,10,22,15,3.8,2.97,3.88,3.7,Pass,Pass,Pass,Pass,1,Văn Lang
S01130,Male,4,5,B00,23.63,18,22,13,23,3.49,3.87,3.74,3.39,Pass,Pass,Pass,Pass,1,Hutech
S01131,Female,1,7,B00,27.45,23,24,12,22,3.84,2.93,3.65,3.41,Pass,Pass,Pass,Pass,1,Văn Lang
S01132,Female,5,7,A00,24.13,13,18,13,21,2.89,3.63,4.0,3.85,Pass,Pass,Pass,Pass,1,Văn Lang
S01133,Male,5,5,A00,27.42,17,24,21,12,3.06,3.77,2.81,2.97,Pass,Pass,Pass,Pass,1,Văn Lang
S01134,Female,6,3,A01,24.47,23,12,15,20,3.85,3.0,3.28,3.96,Pass,Pass,Pass,Pass,1,Hutech
S01135,Male,6,6,A01,28.08,25,24,10,24,3.69,3.68,2.97,3.33,Pass,Pass,Pass,Pass,1,Văn Lang
S01136,Female,2,7,D01,23.25,11,25,14,13,2.98,3.77,2.51,3.77,Pass,Pass,Pass,Pass,1,Hutech
S01137,Male,1,3,A00,29.43,14,23,10,24,3.58,3.92,3.66,3.81,Pass,Pass,Pass,Pass,1,Hutech
S01138,Female,3,4,C00,28.71,12,14,17,17,3.88,3.13,3.47,3.07,Pass,Pass,Pass,Pass,1,Hutech
S01139,Female,5,1,A00,23.69,10,11,10,19,3.11,3.24,3.26,2.78,Pass,Pass,Pass,Pass,1,Hutech
S01140,Female,3,7,A01,22.06,19,23,14,17,3.33,2.6,3.29,2.61,Pass,Pass,Pass,Pass,1,Hutech
S01141,Male,4,7,A01,27.02,11,12,19,19,3.92,2.76,2.7,3.25,Pass,Pass,Pass,Pass,1,Văn Lang
S01142,Male,2,7,A00,28.24,12,23,18,24,3.24,3.81,3.93,4.0,Pass,Pass,Pass,Pass,1,Văn Lang
S01143,Male,5,1,D01,29.39,12,12,12,12,3.03,3.08,3.73,3.93,Pass,Pass,Pass,Pass,1,Hutech
S01144,Male,4,1,B00,29.07,21,21,16,12,3.32,3.59,3.21,3.46,Pass,Pass,Pass,Pass,1,Hutech
S01145,Female,3,2,A01,23.71,22,25,14,24,2.96,3.51,3.88,2.73,Pass,Pass,Pass,Pass,1,Văn Lang
S01146,Female,5,3,D01,20.88,14,17,24,15,2.4,3.35,3.07,3.69,Pass,Pass,Pass,Pass,1,Văn Lang
S01147,Male,5,2,C00,25.25,10,17,17,24,3.25,3.33,2.86,3.59,Pass,Pass,Pass,Pass,1,Hutech
S01148,Male,6,6,D01,23.17,25,11,21,10,3.21,2.66,2.57,2.57,Pass,Pass,Pass,Pass,1,Hutech
S01149,Female,6,1,B00,28.12,22,16,10,11,3.69,3.69,3.05,3.15,Pass,Pass,Pass,Pass,1,Hutech
S01150,Male,1,5,D01,27.8,10,19,16,11,3.66,3.45,3.8,3.32,Pass,Pass,Pass,Pass,1,Hutech
S01151,Male,6,5,C00,27.05,25,17,24,19,2.93,3.35,3.09,3.44,Pass,Pass,Pass,Pass,1,Hutech
S01152,Male,4,2,A00,21.83,21,13,15,22,2.29,3.35,3.18,2.68,Fail,Pass,Pass,Pass,1,Hutech
S01153,Male,6,5,A01,22.86,18,21,20,11,2.32,3.61,2.69,2.47,Fail,Pass,Pass,Pass,0,Văn Lang
S01154,Female,4,4,A01,24.52,22,17,25,10,2.45,3.89,2.66,3.47,Fail,Pass,Pass,Pass,0,Văn Lang
S01155,Male,6,1,C00,23.86,10,11,20,21,2.98,2.89,3.5,2.58,Pass,Pass,Pass,Pass,1,Hutech
S01156,Male,3,4,C00,29.75,12,25,17,16,3.03,3.37,3.45,3.3,Pass,Pass,Pass,Pass,1,Hutech
S01157,Male,1,4,A01,20.39,18,18,25,13,3.06,2.78,2.56,2.44,Pass,Pass,Pass,Fail,1,Văn Lang
S01158,Male,3,4,C00,28.18,19,17,24,19,3.6,3.83,3.46,3.11,Pass,Pass,Pass,Pass,1,Hutech
S01159,Male,2,4,B00,21.44,18,17,11,21,2.98,2.3,3.84,2.32,Pass,Fail,Pass,Fail,1,Văn Lang
S01160,Female,4,3,D01,22.97,16,11,10,22,2.93,3.58,3.83,3.19,Pass,Pass,Pass,Pass,1,Hutech
S01161,Female,6,1,A01,26.31,12,15,14,18,3.94,3.61,3.5,2.67,Pass,Pass,Pass,Pass,1,Văn Lang
S01162,Male,4,2,C00,23.91,12,10,15,16,2.89,3.95,2.84,3.69,Pass,Pass,Pass,Pass,1,Hutech
S01163,Male,5,4,A01,23.98,16,23,24,12,3.26,3.55,3.18,2.94,Pass,Pass,Pass,Pass,1,Hutech
S01164,Female,6,1,A00,23.0,13,13,11,20,3.44,2.98,3.68,3.19,Pass,Pass,Pass,Pass,1,Văn Lang
S01165,Male,6,6,D01,27.65,11,24,17,23,3.17,3.48,3.31,2.87,Pass,Pass,Pass,Pass,1,Văn Lang
S01166,Male,6,1,C00,20.92,17,14,21,14,3.58,3.98,3.99,3.1,Pass,Pass,Pass,Pass,1,Văn Lang
S01167,Female,2,3,C00,26.11,14,23,20,10,2.99,2.93,2.79,2.85,Pass,Pass,Pass,Pass,1,Hutech
S01168,Male,6,6,C00,29.29,25,13,19,12,3.54,3.13,3.83,3.81,Pass,Pass,Pass,Pass,1,Hutech
S01169,Male,1,4,D01,22.16,12,24,23,16,3.58,3.25,3.45,3.85,Pass,Pass,Pass,Pass,1,Hutech
S01170,Female,1,5,A00,22.28,14,24,12,21,2.31,2.48,2.69,3.76,Fail,Pass,Pass,Pass,1,Hutech
S01171,Female,4,6,A01,23.69,17,21,17,11,3.13,2.94,3.05,2.98,Pass,Pass,Pass,Pass,1,Văn Lang
S01172,Male,5,2,C00,21.2,19,20,11,24,2.85,2.84,2.52,3.32,Pass,Pass,Pass,Pass,1,Văn Lang
S01173,Female,2,3,C00,20.8,12,12,11,13,3.42,3.87,2.96,2.18,Pass,Pass,Pass,Pass,1,Hutech
S01174,Female,6,3,C00,20.92,20,10,25,23,3.2,2.37,2.83,2.58,Pass,Fail,Pass,Pass,1,Văn Lang
S01175,Male,5,2,D01,27.24,12,25,25,24,3.29,3.48,3.25,3.82,Pass,Pass,Pass,Pass,1,Hutech
S01176,Female,3,3,D01,27.06,14,15,25,24,3.63,3.9,3.14,3.56,Pass,Pass,Pass,Pass,1,Văn Lang
S01177,Male,4,7,A01,28.74,19,17,12,22,3.74,3.51,3.73,3.78,Pass,Pass,Pass,Pass,1,Hutech
S01178,Male,3,3,A00,20.47,13,20,20,19,3.33,3.08,3.12,3.01,Pass,Pass,Pass,Pass,1,Văn Lang
S01179,Male,5,4,D01,26.48,24,20,13,21,3.32,3.49,3.59,3.8,Pass,Pass,Pass,Pass,1,Hutech
S01180,Female,2,5,A01,25.27,17,12,20,18,3.55,3.9,3.5,3.65,Pass,Pass,Pass,Pass,1,Hutech
S01181,Female,2,4,C00,28.5,22,14,20,11,2.88,3.38,3.75,3.36,Pass,Pass,Pass,Pass,1,Văn Lang
S01182,Male,1,2,A01,24.32,12,16,25,14,3.38,3.75,3.94,2.6,Pass,Pass,Pass,Pass,1,Hutech
S01183,Male,2,4,D01,29.12,16,22,19,11,3.71,3.64,3.51,3.58,Pass,Pass,Pass,Pass,1,Hutech
S01184,Female,6,6,A01,23.6,13,15,11,12,2.57,3.2,3.56,2.78,Pass,Pass,Pass,Pass,1,Văn Lang
S01185,Female,3,2,A01,29.94,15,24,13,14,3.32,3.98,3.11,3.24,Pass,Pass,Pass,Pass,1,Văn Lang
S01186,Female,6,1,D01,29.6,19,17,19,14,3.02,3.12,3.69,3.66,Pass,Pass,Pass,Pass,1,Văn Lang
S01187,Male,5,5,A00,27.44,22,11,12,21,3.02,3.15,2.88,3.93,Pass,Pass,Pass,Pass,1,Hutech
S01188,Female,3,3,A01,25.8,12,22,10,16,3.14,3.35,3.41,2.9,Pass,Pass,Pass,Pass,1,Hutech
S01189,Female,1,2,A01,20.46,19,19,21,20,3.85,2.83,2.73,3.99,Pass,Pass,Pass,Pass,1,Hutech
S01190,Male,6,6,C00,27.95,12,17,20,25,3.02,3.67,2.81,3.35,Pass,Pass,Pass,Pass,1,Hutech
S01191,Female,4,3,C00,27.87,23,18,24,24,3.19,3.24,2.96,3.22,Pass,Pass,Pass,Pass,1,Hutech
S01192,Male,5,5,B00,24.93,12,17,18,15,3.5,3.74,3.52,3.94,Pass,Pass,Pass,Pass,1,Văn Lang
S01193,Female,4,7,A01,24.54,24,20,12,18,3.08,3.03,2.96,3.34,Pass,Pass,Pass,Pass,1,Hutech
S01194,Male,5,2,D01,21.4,12,18,11,20,3.57,2.99,2.18,3.11,Pass,Pass,Fail,Pass,1,Hutech
S01195,Female,3,2,D01,29.47,14,25,22,23,3.62,3.89,3.77,3.44,Pass,Pass,Pass,Pass,1,Văn Lang
S01196,Male,2,3,A01,27.92,25,17,10,15,3.97,3.49,2.94,3.72,Pass,Pass,Pass,Pass,1,Văn Lang
S01197,Female,1,5,A00,24.45,15,20,10,16,3.86,3.35,2.94,3.06,Pass,Pass,Pass,Pass,1,Văn Lang
S01198,Male,6,3,B00,21.54,16,17,25,22,3.51,2.28,3.97,3.16,Pass,Fail,Pass,Pass,0,Văn Lang
S01199,Female,6,1,A00,24.41,21,19,12,10,3.56,3.42,2.56,2.56,Pass,Pass,Pass,Pass,1,Văn Lang
S01200,Male,5,2,C00,20.8,21,10,22,12,3.85,2.08,2.93,3.66,Pass,Fail,Pass,Pass,1,Hutech
S01201,Male,3,2,A01,25.29,19,23,24,20,2.93,2.73,3.0,3.76,Pass,Pass,Pass,Pass,1,Văn Lang
S01202,Female,2,5,D01,22.73,10,24,20,14,3.3,2.67,2.78,3.24,Pass,Pass,Pass,Pass,1,Hutech
S01203,Male,5,6,A01,20.54,10,19,10,16,3.89,2.86,2.26,2.3,Pass,Pass,Fail,Pass,1,Văn Lang
S01204,Male,3,2,A01,20.54,20,14,13,14,2.19,3.4,3.57,2.81,Pass,Pass,Pass,Pass,1,Hutech
S01205,Female,2,6,D01,28.51,11,22,14,11,3.0,3.39,3.71,3.33,Pass,Pass,Pass,Pass,1,Hutech
S01206,Female,1,1,B00,20.74,17,24,13,24,2.46,2.55,3.88,3.98,Pass,Pass,Pass,Pass,1,Văn Lang
S01207,Male,1,3,B00,24.26,23,13,22,15,3.06,3.92,3.91,3.43,Pass,Pass,Pass,Pass,1,Hutech
S01208,Male,1,1,A00,24.19,20,21,20,24,3.73,3.31,3.78,3.59,Pass,Pass,Pass,Pass,1,Hutech
S01209,Male,2,1,D01,27.61,10,13,16,12,3.39,3.03,2.98,3.13,Pass,Pass,Pass,Pass,1,Văn Lang
S01210,Male,6,4,C00,24.3,17,11,25,23,2.79,3.4,2.53,2.6,Pass,Pass,Pass,Pass,1,Văn Lang
S01211,Male,1,6,C00,24.27,14,20,22,17,2.98,3.43,3.26,3.43,Pass,Pass,Pass,Pass,1,Hutech
S01212,Female,2,7,A01,25.82,21,19,12,10,3.84,3.03,3.24,2.95,Pass,Pass,Pass,Pass,1,Văn Lang
S01213,Male,4,1,A00,27.83,10,15,17,12,3.3,3.32,3.34,2.83,Pass,Pass,Pass,Pass,1,Văn Lang
S01214,Female,2,7,B00,29.12,15,22,17,25,3.57,3.91,3.66,3.29,Pass,Pass,Pass,Pass,1,Hutech
S01215,Male,3,3,C00,26.56,22,22,25,10,3.82,2.77,3.97,3.43,Pass,Pass,Pass,Pass,1,Văn Lang
S01216,Male,2,4,B00,22.53,25,14,15,22,2.63,3.13,3.99,2.41,Pass,Pass,Pass,Pass,1,Hutech
S01217,Male,6,5,A01,20.02,10,22,23,23,3.87,3.01,2.35,2.5,Pass,Pass,Fail,Pass,0,Hutech
S01218,Female,1,6,C00,20.51,12,11,25,24,2.71,2.68,3.7,3.3,Pass,Pass,Pass,Pass,1,Văn Lang
S01219,Male,5,3,D01,20.79,22,16,22,10,2.12,2.86,3.67,3.95,Pass,Pass,Pass,Pass,1,Văn Lang
S01220,Female,4,7,A01,27.16,15,12,14,20,2.72,3.22,3.38,2.76,Pass,Pass,Pass,Pass,1,Văn Lang
S01221,Male,2,5,B00,22.29,21,13,17,24,3.04,3.62,3.95,2.62,Pass,Pass,Pass,Pass,1,Hutech
S01222,Female,5,6,A00,22.81,16,21,23,15,2.42,3.07,3.5,3.32,Pass,Pass,Pass,Pass,1,Hutech
S01223,Male,4,1,B00,25.13,11,22,12,12,3.35,3.43,3.9,3.03,Pass,Pass,Pass,Pass,1,Hutech
S01224,Male,1,3,A00,29.13,16,24,10,20,3.7,3.71,3.28,2.94,Pass,Pass,Pass,Pass,1,Văn Lang
S01225,Female,2,3,B00,23.55,22,22,12,25,2.97,3.92,2.66,3.17,Pass,Pass,Pass,Pass,1,Văn Lang
S01226,Female,6,6,A00,29.86,15,19,18,21,3.52,3.28,3.43,3.61,Pass,Pass,Pass,Pass,1,Văn Lang
S01227,Female,2,7,A01,24.97,12,17,24,11,3.99,3.66,2.65,3.3,Pass,Pass,Pass,Pass,1,Văn Lang
S01228,Female,5,7,B00,20.33,11,24,22,14,3.83,2.05,2.47,2.37,Pass,Pass,Pass,Fail,0,Hutech
S01229,Male,3,6,A00,24.66,11,24,17,16,3.35,4.0,3.49,2.61,Pass,Pass,Pass,Pass,1,Hutech
S01230,Female,5,1,D01,29.11,20,21,10,22,3.85,3.61,3.21,3.29,Pass,Pass,Pass,Pass,1,Văn Lang
S01231,Male,5,4,D01,25.19,15,15,12,25,3.87,3.31,3.45,2.79,Pass,Pass,Pass,Pass,1,Hutech
S01232,Male,6,4,B00,26.05,18,10,24,12,3.48,3.02,3.5,3.65,Pass,Pass,Pass,Pass,1,Văn Lang
S01233,Female,4,6,D01,22.73,25,18,22,24,4.0,3.26,2.59,3.05,Pass,Pass,Pass,Pass,1,Văn Lang
S01234,Female,3,7,D01,27.63,18,22,16,10,3.84,3.76,3.98,2.86,Pass,Pass,Pass,Pass,1,Hutech
S01235,Female,1,4,A01,29.93,13,22,16,19,3.58,3.04,3.13,3.01,Pass,Pass,Pass,Pass,1,Hutech
S01236,Male,4,6,A00,28.43,15,17,23,25,3.98,3.05,3.97,3.44,Pass,Pass,Pass,Pass,1,Văn Lang
S01237,Male,1,2,A00,28.9,17,25,13,16,3.3,3.77,3.06,3.65,Pass,Pass,Pass,Pass,1,Hutech
S01238,Female,6,5,B00,25.87,23,19,16,13,3.91,3.65,2.91,2.63,Pass,Pass,Pass,Pass,1,Văn Lang
S01239,Female,1,7,C00,25.43,17,19,14,10,3.72,3.86,3.37,2.61,Pass,Pass,Pass,Pass,1,Hutech
S01240,Female,1,5,A00,23.33,25,13,16,11,3.67,2.81,3.71,3.27,Pass,Pass,Pass,Pass,1,Văn Lang
S01241,Female,3,3,A01,27.84,16,20,20,18,2.91,3.35,2.86,3.83,Pass,Pass,Pass,Pass,1,Văn Lang
S01242,Female,1,2,A01,25.86,23,20,13,16,3.08,3.32,3.48,3.97,Pass,Pass,Pass,Pass,1,Văn Lang
S01243,Male,4,1,D01,22.74,15,14,11,10,3.38,2.3,3.66,3.04,Pass,Pass,Pass,Pass,1,Văn Lang
S01244,Female,5,7,A00,25.98,12,16,22,24,2.82,3.86,3.79,3.04,Pass,Pass,Pass,Pass,1,Hutech
S01245,Female,5,6,B00,29.14,24,23,13,24,3.45,3.27,3.44,3.64,Pass,Pass,Pass,Pass,1,Văn Lang
S01246,Male,3,4,A01,24.96,16,15,24,12,2.52,3.68,3.0,2.58,Pass,Pass,Pass,Pass,1,Văn Lang
S01247,Female,3,3,A01,20.92,19,20,16,17,2.27,2.21,3.11,3.32,Pass,Pass,Pass,Pass,1,Văn Lang
S01248,Male,6,4,C00,24.93,20,15,12,11,3.3,3.27,3.6,3.74,Pass,Pass,Pass,Pass,1,Hutech
S01249,Male,3,1,B00,24.11,20,18,16,24,2.49,2.9,3.92,2.72,Pass,Pass,Pass,Pass,1,Văn Lang
S01250,Female,2,6,B00,21.58,12,15,14,11,3.89,3.37,2.78,3.97,Pass,Pass,Pass,Pass,1,Văn Lang
S01251,Male,2,6,A00,27.22,13,16,10,19,3.19,3.11,3.67,3.5,Pass,Pass,Pass,Pass,1,Hutech
S01252,Male,6,2,A01,21.92,12,21,12,21,2.91,3.55,3.56,2.22,Pass,Pass,Pass,Pass,1,Hutech
S01253,Female,5,2,C00,25.54,24,16,15,20,3.68,3.91,3.24,3.71,Pass,Pass,Pass,Pass,1,Hutech
S01254,Female,2,4,A00,25.87,12,11,23,20,2.83,3.51,3.15,3.48,Pass,Pass,Pass,Pass,1,Văn Lang
S01255,Female,2,7,A00,20.09,13,21,18,10,2.35,3.16,2.59,2.36,Fail,Pass,Pass,Fail,1,Hutech
S01256,Male,3,6,B00,22.81,20,17,14,21,3.17,2.47,3.47,3.53,Pass,Pass,Pass,Pass,1,Văn Lang
S01257,Male,3,5,A01,21.53,15,17,13,15,3.89,3.37,3.37,3.52,Pass,Pass,Pass,Pass,1,Văn Lang
S01258,Female,5,7,B00,23.31,13,25,18,13,2.49,3.89,4.0,2.82,Fail,Pass,Pass,Pass,1,Hutech
S01259,Male,5,5,D01,23.68,16,11,18,14,3.79,3.84,3.77,2.89,Pass,Pass,Pass,Pass,1,Văn Lang
S01260,Female,3,6,D01,23.6,10,19,16,25,3.86,3.22,2.74,2.64,Pass,Pass,Pass,Pass,1,Văn Lang
S01261,Female,4,1,A01,29.58,11,11,17,24,3.82,3.45,3.34,3.65,Pass,Pass,Pass,Pass,1,Văn Lang
S01262,Male,6,3,A00,28.37,22,11,23,10,3.36,2.85,3.48,3.66,Pass,Pass,Pass,Pass,1,Văn Lang
S01263,Female,6,7,B00,24.43,18,22,19,25,3.63,3.68,2.98,3.74,Pass,Pass,Pass,Pass,1,Hutech
S01264,Male,3,4,B00,23.06,16,21,17,12,2.42,3.67,2.6,2.9,Pass,Pass,Pass,Pass,1,Văn Lang
S01265,Male,4,4,A00,26.94,12,11,23,14,3.56,3.04,3.24,3.17,Pass,Pass,Pass,Pass,1,Văn Lang
S01266,Male,2,1,A00,28.64,24,10,14,25,3.75,3.39,3.61,2.92,Pass,Pass,Pass,Pass,1,Văn Lang
S01267,Female,3,2,C00,28.21,20,24,11,11,3.26,3.95,3.43,3.02,Pass,Pass,Pass,Pass,1,Văn Lang
S01268,Female,3,2,C00,22.29,14,21,25,10,2.49,3.69,3.29,2.31,Pass,Pass,Pass,Pass,1,Hutech
S01269,Female,1,6,A00,24.73,15,14,25,18,3.04,3.02,2.72,2.8,Pass,Pass,Pass,Pass,1,Văn Lang
S01270,Female,5,7,D01,28.93,12,15,19,13,3.01,3.92,3.19,3.09,Pass,Pass,Pass,Pass,1,Hutech
S01271,Female,4,7,D01,23.1,19,17,13,20,3.78,2.64,2.37,3.14,Pass,Pass,Fail,Pass,1,Hutech
S01272,Female,4,4,A01,27.8,17,21,11,14,3.14,2.89,2.82,3.43,Pass,Pass,Pass,Pass,1,Văn Lang
S01273,Female,3,6,D01,24.69,10,10,25,20,2.55,2.69,4.0,3.75,Pass,Pass,Pass,Pass,1,Văn Lang
S01274,Female,5,7,C00,25.99,12,15,11,15,3.7,3.79,3.22,3.19,Pass,Pass,Pass,Pass,1,Hutech
S01275,Male,2,3,B00,22.79,19,25,25,10,3.45,3.39,3.62,3.62,Pass,Pass,Pass,Pass,1,Văn Lang
S01276,Male,2,3,B00,20.95,22,24,25,17,3.14,3.84,3.67,3.44,Pass,Pass,Pass,Pass,1,Hutech
S01277,Male,2,3,A00,22.9,25,19,24,10,3.3,3.15,3.13,3.07,Pass,Pass,Pass,Pass,1,Văn Lang
S01278,Female,4,4,A01,27.22,10,23,21,22,3.05,3.73,3.79,3.56,Pass,Pass,Pass,Pass,1,Văn Lang
S01279,Male,4,6,C00,27.13,18,19,19,20,3.78,3.37,3.36,3.44,Pass,Pass,Pass,Pass,1,Văn Lang
S01280,Male,1,4,B00,23.04,11,24,24,16,3.68,3.04,3.11,2.52,Pass,Pass,Pass,Pass,1,Văn Lang
S01281,Female,3,6,C00,28.95,25,13,15,21,3.48,3.98,3.47,3.76,Pass,Pass,Pass,Pass,1,Văn Lang
S01282,Female,6,5,B00,22.56,10,25,13,23,2.95,2.96,2.35,3.47,Pass,Pass,Fail,Pass,0,Hutech
S01283,Female,4,1,D01,27.41,22,17,24,25,2.95,3.93,3.01,3.1,Pass,Pass,Pass,Pass,1,Hutech
S01284,Male,4,3,A00,20.22,20,17,25,24,2.41,2.73,2.96,2.7,Fail,Pass,Pass,Pass,1,Hutech
S01285,Male,5,1,A01,20.27,19,24,23,14,3.79,2.98,2.52,2.22,Pass,Pass,Pass,Pass,1,Văn Lang
S01286,Male,6,7,A01,28.93,21,13,25,15,3.14,3.74,3.71,3.61,Pass,Pass,Pass,Pass,1,Hutech
S01287,Male,1,2,D01,22.36,18,13,10,18,3.64,2.49,3.75,2.65,Pass,Fail,Pass,Pass,0,Văn Lang
S01288,Male,3,5,B00,21.52,22,12,15,21,2.99,2.44,2.19,2.88,Pass,Pass,Fail,Pass,1,Hutech
S01289,Male,1,4,B00,29.74,20,12,17,17,3.75,3.15,3.34,3.23,Pass,Pass,Pass,Pass,1,Hutech
S01290,Male,1,3,C00,28.21,18,15,11,22,3.3,3.02,3.77,3.63,Pass,Pass,Pass,Pass,1,Hutech
S01291,Female,2,7,C00,23.24,23,24,22,15,3.2,3.06,3.85,2.66,Pass,Pass,Pass,Pass,1,Văn Lang
S01292,Male,3,5,C00,23.43,19,23,11,10,2.49,2.92,2.38,3.21,Pass,Pass,Fail,Pass,1,Văn Lang
S01293,Female,3,1,B00,29.09,11,24,15,23,3.89,2.99,2.91,3.95,Pass,Pass,Pass,Pass,1,Hutech
S01294,Male,4,6,A01,20.37,22,15,24,17,3.99,2.24,3.6,3.58,Pass,Pass,Pass,Pass,1,Văn Lang
S01295,Female,4,1,A00,29.29,23,17,15,11,3.38,3.16,3.74,3.18,Pass,Pass,Pass,Pass,1,Văn Lang
S01296,Male,4,2,A00,25.08,11,20,10,10,3.78,3.64,3.2,3.81,Pass,Pass,Pass,Pass,1,Văn Lang
S01297,Male,3,2,B00,22.75,19,22,24,13,2.29,3.52,2.63,3.24,Fail,Pass,Pass,Pass,1,Hutech
S01298,Male,6,3,C00,25.31,25,14,16,16,2.99,3.59,3.74,2.79,Pass,Pass,Pass,Pass,1,Văn Lang
S01299,Male,1,4,B00,27.56,23,19,13,17,3.42,3.57,3.12,2.93,Pass,Pass,Pass,Pass,1,Hutech
S01300,Male,4,7,C00,29.23,20,19,16,11,3.21,3.6,3.45,3.75,Pass,Pass,Pass,Pass,1,Văn Lang
S01301,Female,5,5,D01,22.62,13,18,24,24,3.52,3.78,3.93,3.8,Pass,Pass,Pass,Pass,1,Văn Lang
S01302,Male,1,2,A00,27.86,21,11,15,20,3.57,3.13,3.28,2.91,Pass,Pass,Pass,Pass,1,Văn Lang
S01303,Female,1,5,D01,21.09,17,17,13,20,2.84,2.53,3.62,2.5,Pass,Pass,Pass,Pass,1,Văn Lang
S01304,Male,1,6,B00,23.88,13,24,25,18,2.58,3.81,2.45,2.67,Pass,Pass,Pass,Pass,1,Hutech
S01305,Male,6,2,B00,20.86,11,13,10,15,3.37,2.16,2.96,3.17,Pass,Pass,Pass,Pass,1,Văn Lang
S01306,Male,4,7,A01,24.55,23,12,24,24,3.81,3.14,3.88,2.61,Pass,Pass,Pass,Pass,1,Văn Lang
S01307,Male,5,7,B00,20.63,13,17,19,24,3.99,3.88,2.61,3.45,Pass,Pass,Pass,Pass,1,Hutech
S01308,Male,1,7,C00,20.77,20,22,16,14,2.59,2.39,3.08,3.61,Pass,Pass,Pass,Pass,1,Hutech
S01309,Male,1,7,B00,27.97,22,11,19,14,3.27,3.72,2.99,3.99,Pass,Pass,Pass,Pass,1,Hutech
